Latitude,Longitude,KY_CD
40.78358535,-73.95051297,341
40.72266802,-73.99598971,578
40.73165109,-73.98838315,341
40.70704748,-73.7926119,104
40.87778947,-73.85356396,678
40.75311232,-73.78192562,109
40.8520202,-73.9072086,109
40.79124033,-73.93889303,578
40.64189302,-73.91409847,361
40.70526581,-73.72905567,106
40.72850611,-74.0042228,109
40.68083887,-73.84178847,351
40.71022857,-74.00774569,344
40.8613579,-73.89773096,341
40.66972389,-73.99090289,578
40.69587058,-73.92401097,109
40.82988214,-73.9367581,350
40.81737971,-73.91138273,344
40.65900651,-73.92555593,361
40.76304487,-73.98301703,341
40.85238191,-73.91351577,109
40.70085294,-73.88503344,126
40.69953927,-73.91103807,344
40.77594225,-73.96015525,361
40.59404892,-73.75320346,126
40.86770011,-73.92121505,235
40.82990322,-73.89737098,344
40.70653399,-73.91994477,351
40.69740685,-73.80951227,236
40.5952376,-73.76373503,578
40.8844444,-73.87878136,359
40.66123156,-73.91249125,351
40.63737668,-73.99147298,112
40.73766863,-73.89683104,578
40.58866698,-73.81318526,578
40.75656759,-73.87593153,109
40.68880113,-73.93471037,344
40.6912874,-73.74624457,113
40.75991355,-73.98629182,341
40.73669807,-73.98331603,116
40.68524167,-73.80120351,341
40.75687491,-73.97054406,233
40.86940749,-73.87999831,340
40.82206023,-73.92399695,351
40.73601291,-73.99361819,351
40.89969085,-73.8547492,352
40.76023534,-73.84899259,341
40.87512101,-73.90899518,578
40.83345098,-73.94340751,109
40.82988214,-73.9367581,351
40.76409421,-73.99037018,109
40.86543855,-73.86736232,236
40.7920615,-73.93984208,344
40.80069433,-73.94110929,351
40.72293583,-73.88087175,578
40.80721825,-73.92627517,351
40.82230298,-73.85617186,112
40.6711503,-73.86131756,235
40.72993936,-73.81043314,233
40.63499356,-73.93188426,578
40.65232141,-73.90821793,235
40.78938215,-73.95032448,351
40.84391703,-73.9339654,341
40.71940455,-74.00188456,358
40.66729769,-73.90916338,118
40.66776901,-73.89532064,109
40.71907775,-73.99336007,578
40.82710154,-73.90129217,121
40.74128846,-73.90256686,236
40.60751816,-73.98486812,578
40.71889951,-74.00231745,341
40.62243703,-73.96422378,107
40.71024404,-74.01700849,344
40.69674454,-73.93479996,361
40.87421396,-73.87529619,341
40.84686457,-73.9165952,109
40.72314834,-73.94361662,107
40.67860665,-73.88241108,105
40.75253305,-73.98740139,109
40.83773976,-73.92665334,361
40.72688262,-73.95287135,121
40.83059175,-73.91363443,352
40.87119347,-73.85317352,578
40.67164406,-73.86336052,347
40.85711724,-73.93560433,121
40.6858516,-73.83644376,578
40.83429306,-73.9480938,341
40.59414517,-73.96041495,351
40.66712894,-73.8888909,232
40.75125998,-74.00672905,109
40.68001662,-73.84879207,109
40.78358535,-73.95051297,351
40.81215334,-73.92639253,341
40.6458349,-73.95262229,106
40.69527184,-73.76250423,578
40.80208484,-73.93406469,344
40.67832172,-73.94552926,105
40.73165109,-73.98838315,361
40.79819332,-73.96735103,106
40.67414213,-73.9362064,109
40.8409683,-73.92359587,107
40.66854668,-73.94366638,235
40.76491045,-73.8298744,344
40.62016885,-74.07695756,344
40.66778911,-73.90587161,361
40.82752011,-73.87701333,341
40.64283158,-74.02170089,341
40.69725826,-73.95252445,235
40.69830685,-73.75689994,341
40.75387492,-73.98482044,109
40.87490831,-73.88042591,341
40.75650482,-73.97236342,235
40.67478843,-73.76561628,351
40.62796756,-73.94321428,578
40.74258107,-73.99304737,578
40.82387628,-73.89186297,344
40.86866252,-73.85951726,235
40.67932573,-73.90626994,235
40.70220429,-73.94061202,114
40.63557465,-74.02015286,359
40.82773845,-73.94757859,341
40.82888136,-73.83706059,348
40.84788689,-73.88601909,110
40.62437482,-74.00499432,578
40.79115187,-73.88437192,126
40.78167271,-73.82994712,341
40.81988562,-73.901227,341
40.81733671,-73.86203174,351
40.76322002,-73.82281418,344
40.83320846,-73.8980561,107
40.72061407,-73.90478688,341
40.7271694,-73.94950856,106
40.68632294,-73.84789797,352
40.83133671,-73.87838305,344
40.67979308,-73.78876681,348
40.63874884,-73.95505584,578
40.67505484,-73.9388697,351
40.70379524,-73.92911979,107
40.57283034,-74.00245996,110
40.6966302,-73.90803793,110
40.78553714,-73.95117957,341
40.81727977,-73.90648389,344
40.80294505,-73.96956287,351
40.82963596,-73.87416922,578
40.72535311,-73.79151949,341
40.66305568,-73.91097138,344
40.57390632,-73.9993859,126
40.84687181,-73.90141464,347
40.85878935,-73.89521882,344
40.75152595,-73.82729188,109
40.69133747,-73.95176059,347
40.66525722,-73.81624732,121
40.74975286,-73.88431024,341
40.72908204,-73.9887877,351
40.70174508,-73.91707249,361
40.86730778,-73.9033765,235
40.72477402,-73.95135757,105
40.67346903,-73.97941679,121
40.78004577,-73.9829152,340
40.82788869,-73.8751915,578
40.7132184,-73.9773809,109
40.71549225,-73.9416968,107
40.83175759,-73.86680792,341
40.72688262,-73.95287135,104
40.84439417,-73.93812496,109
40.54733,-74.16348273,109
40.65973613,-73.95680059,351
40.85395222,-73.84347329,351
40.66343869,-73.93346641,341
40.71050366,-73.76435448,114
40.70622201,-73.95097436,351
40.78691867,-73.95341386,109
40.67998074,-73.77623391,348
40.66867955,-73.73569289,341
40.59544044,-73.95962561,341
40.85985727,-73.89854667,359
40.74604751,-73.99052075,344
40.72071779,-73.98131061,347
40.63896487,-73.96927014,578
40.81698058,-73.92115226,341
40.67143828,-73.81959368,351
40.70274697,-73.80228739,359
40.88149694,-73.86429259,105
40.67450434,-73.80294793,361
40.7433828,-73.92055729,351
40.74045123,-73.9945957,236
40.6273751,-74.16656084,236
40.69514091,-73.97512595,126
40.78458061,-73.97171983,578
40.85214119,-73.92237572,361
40.73204815,-73.85877333,109
40.64075492,-74.07674709,344
40.6922224,-73.98678894,344
40.75905706,-73.98522354,341
40.79372304,-73.97061443,344
40.8534003,-73.92984237,344
40.72205836,-73.99047726,578
40.7362876,-73.71777946,109
40.83509425,-73.90804892,106
40.8618353,-73.89152649,105
40.7462757,-73.99778194,341
40.83971248,-73.92552359,578
40.66233529,-73.86006713,106
40.86225245,-73.89443609,341
40.81325311,-73.92094714,235
40.6830225,-73.83505896,343
40.71009385,-74.01060963,341
40.74066338,-73.8560991,110
40.66389203,-73.74764641,578
40.6333185,-73.96804057,341
40.76481827,-73.98518977,116
40.81414035,-73.90380411,105
40.69805962,-73.93538651,110
40.62906209,-73.95407525,678
40.67156832,-73.91606819,106
40.63611224,-73.91016062,351
40.89629447,-73.87480986,351
40.80911538,-73.92288828,341
40.75985015,-73.98417655,348
40.8428385,-73.93921789,236
40.85575848,-73.93063878,126
40.70220429,-73.94061202,344
40.77169111,-73.8095489,110
40.66509854,-73.93702968,578
40.70634113,-73.77319505,359
40.65446553,-73.9087736,341
40.84118359,-73.87989382,344
40.71009385,-74.01060963,341
40.86163144,-73.92100532,351
40.72363697,-73.9982986,113
40.82685138,-73.94643386,341
40.75164627,-73.94764568,109
40.6511491,-73.89504039,578
40.83088356,-73.85886348,344
40.63996998,-74.0138774,235
40.72099762,-73.81765934,578
40.74525274,-73.87006287,104
40.70886959,-73.94260072,351
40.73503562,-73.99123677,341
40.70381386,-73.72906879,351
40.67681136,-73.96475342,109
40.75440812,-73.99185865,344
40.60657828,-73.91018596,340
40.72362918,-73.90313745,578
40.74193,-73.81645448,351
40.86549831,-73.86446263,109
40.73448548,-73.86801269,341
40.82202013,-73.85826444,578
40.83099629,-73.92289545,344
40.84887174,-73.90029478,578
40.53702873,-74.18685315,578
40.75673594,-73.99831941,109
40.69674211,-73.75421535,361
40.75243372,-73.91494126,341
40.66416202,-73.94681682,344
40.75242234,-73.89757697,121
40.70284629,-73.8124289,109
40.64796299,-73.94828921,351
40.63098562,-73.88611212,352
40.76435011,-73.87447306,355
40.74841647,-74.00588063,109
40.74879405,-73.87304069,341
40.83006002,-73.92241594,105
40.69086638,-73.98584806,341
40.83670777,-73.86335761,358
40.87593107,-73.86696533,359
40.58595831,-73.98983781,347
40.8033705,-73.93606449,578
40.75158443,-73.85583729,361
40.81875261,-73.81476131,361
40.61648673,-73.96556689,107
40.71193761,-73.90447464,578
40.66885943,-73.91634916,340
40.83732351,-73.91983076,341
40.80579414,-73.96069004,351
40.84252117,-73.88077326,341
40.65692324,-73.93964678,106
40.87644359,-73.87363226,344
40.73929304,-73.99729501,578
40.85745442,-73.84754276,341
40.71328935,-73.96478823,351
40.72046384,-74.0068522,341
40.88220104,-73.88318653,341
40.84144284,-73.85473181,344
40.88665114,-73.859425,351
40.79853306,-73.96525602,344
40.83278221,-73.91388093,352
40.78874407,-73.97053357,341
40.79481676,-73.94440825,121
40.87414461,-73.83339524,578
40.82936265,-73.91435511,235
40.67156832,-73.91606819,344
40.59248074,-73.80243024,341
40.57105155,-74.09076621,109
40.83946675,-73.88948129,109
40.67046502,-73.90557223,344
40.69600633,-73.96741549,107
40.7488305,-73.9884776,341
40.64189302,-73.91409847,351
40.67828632,-73.91079963,235
40.71066435,-73.9541597,107
40.79115187,-73.88437192,106
40.69166916,-73.73182265,361
40.69718312,-73.97561564,341
40.75807465,-73.88961272,107
40.73550441,-73.98557878,341
40.8062821,-73.91409944,109
40.85890499,-73.89262664,344
40.87720699,-73.85525756,344
40.72045033,-73.97491448,344
40.7146705,-73.95818624,109
40.71009385,-74.01060963,341
40.71814958,-73.88692276,351
40.74502535,-73.90408796,106
40.66192611,-73.8449187,112
40.76018548,-73.76784259,348
40.8280407,-73.84042672,107
40.7250752,-74.00299954,109
40.82643873,-73.95045219,109
40.82301005,-73.94923712,347
40.83667571,-73.92379956,578
40.63287402,-73.89777126,121
40.60666486,-73.7561496,106
40.80925048,-73.91590902,578
40.75505207,-73.83226015,344
40.86235738,-73.89819579,105
40.74347303,-73.87399994,341
40.67970041,-73.77604737,348
40.73135255,-73.8600557,341
40.68507203,-73.8811341,348
40.79115187,-73.88437192,106
40.66441639,-73.89102209,106
40.73392684,-73.8715824,341
40.75726608,-73.83157598,344
40.80080079,-73.93491837,235
40.61789669,-74.0840365,235
40.60640475,-74.120479,126
40.70445571,-74.01426592,109
40.69542858,-73.80021749,341
40.79848316,-73.94914747,106
40.74907028,-73.89082587,341
40.7949175,-73.94855789,109
40.69360873,-73.98882973,341
40.75056821,-73.85530894,351
40.80532366,-73.9575044,341
40.61272239,-73.92328802,112
40.88649666,-73.84591742,359
40.73964834,-73.98109239,107
40.67333986,-73.8396072,107
40.88338258,-73.90233331,116
40.75608947,-73.83407673,344
40.8280832,-73.88542067,355
40.77475646,-73.94644688,341
40.77319107,-73.95060012,578
40.63171214,-73.95752487,106
40.62332596,-73.93760583,344
40.71688278,-73.81227036,121
40.67066627,-73.95797591,109
40.79584721,-73.94691026,344
40.77641236,-73.94825085,109
40.85114022,-73.91208599,344
40.69741253,-73.83640097,126
40.75314959,-73.98008877,109
40.81077277,-73.95259159,344
40.71979112,-74.0102396,341
40.68209861,-73.90707367,105
40.76738661,-73.98028668,578
40.88745131,-73.84760779,233
40.66295211,-73.89553365,361
40.82783741,-73.91547361,341
40.82704591,-73.94013927,235
40.73385022,-74.00120662,341
40.85575848,-73.93063878,121
40.82596799,-73.85682155,341
40.68874337,-73.94498708,340
40.78166278,-73.83443909,341
40.83770044,-73.84939861,578
40.65425412,-73.94848255,121
40.55191421,-74.15732258,110
40.83127016,-73.91426593,578
40.70148881,-74.01254497,341
40.69228895,-73.99549751,340
40.63610375,-74.13732622,344
40.74973364,-73.98967569,340
40.77598848,-73.91048101,341
40.73179669,-73.9896929,109
40.67738587,-73.73562594,109
40.65256131,-73.92077355,105
40.71009385,-74.01060963,341
40.82781437,-73.90036608,361
40.73200929,-73.92165691,351
40.872596,-73.82556364,109
40.59613434,-73.9396189,351
40.68251796,-73.97631687,106
40.6997931,-73.90919484,109
40.59728424,-73.76193093,126
40.74042732,-73.86993154,578
40.67028301,-73.77183607,341
40.61593004,-74.03270679,361
40.8392245,-73.84376454,344
40.69569729,-73.81312338,578
40.85564181,-73.91244514,341
40.86818912,-73.93045588,106
40.85633063,-73.89581193,344
40.74139633,-73.72488503,344
40.66513641,-73.90772449,578
40.69607808,-73.95270199,352
40.83108829,-73.92093679,344
40.72861311,-74.00531603,347
40.61019565,-73.95050463,344
40.74428459,-73.98346209,341
40.59211703,-73.98436032,351
40.68841912,-73.97584601,105
40.6791718,-73.82955953,126
40.89046882,-73.85054132,344
40.7416892,-74.00298585,344
40.60237326,-74.1699484,578
40.59680796,-73.74712575,110
40.76597149,-73.9890017,112
40.60926067,-73.96904251,236
40.61071713,-73.92098528,341
40.80296043,-73.96567271,112
40.70703601,-73.92359067,351
40.73361414,-74.0028592,359
40.72296355,-73.73470555,578
40.82704932,-73.89499419,106
40.83185435,-73.92136229,344
40.63429389,-74.13589575,344
40.85247279,-73.91768704,105
40.80390524,-73.95203661,106
40.69509012,-73.85026888,106
40.70978958,-73.78517297,361
40.6299718,-74.10020609,106
40.68770617,-73.79787523,126
40.80801293,-73.96390368,359
40.66391409,-73.95097661,109
40.85119524,-73.89883821,109
40.819594,-73.91048377,355
40.84925597,-73.91028843,105
40.7857427,-73.97644265,351
40.75231007,-73.83416555,341
40.73185913,-73.98375383,578
40.63093649,-74.16174567,114
40.72953646,-73.95203962,341
40.76287136,-73.81749056,351
40.67664718,-73.77693008,341
40.60176885,-73.75779161,109
40.85312422,-73.92724004,344
40.83855091,-73.90939937,351
40.70876259,-73.91588429,578
40.73392684,-73.8715824,109
40.68200198,-73.78841008,105
40.65530909,-73.90317537,348
40.6858109,-73.92813292,106
40.76167385,-73.93859527,236
40.66618898,-73.90597119,351
40.67633736,-73.86546354,675
40.62767242,-73.97993167,578
40.64306331,-73.89848713,341
40.7651294,-73.97493736,109
40.85668869,-73.86521441,578
40.89099237,-73.85871416,341
40.84478247,-73.88867008,344
40.73897643,-73.72645032,109
40.65030598,-73.95934375,578
40.73360453,-73.98198896,341
40.72167949,-73.84466421,341
40.81594676,-73.90762017,578
40.70592312,-73.78714752,578
40.6687587,-73.89403579,351
40.74899758,-73.86380098,344
40.83732351,-73.91983076,109
40.72239025,-73.90189821,341
40.75396846,-73.90834137,341
40.67981395,-73.96414973,341
40.75998315,-73.8314175,106
40.67496494,-73.80586671,341
40.75710578,-73.82896307,364
40.66753008,-73.96106711,109
40.8075676,-73.91922722,344
40.80677612,-73.95888696,109
40.67969663,-73.86056429,341
40.63820138,-73.89746404,105
40.81543403,-73.89846988,236
40.60616674,-73.7594395,126
40.75306343,-73.99654732,232
40.73686899,-73.98970655,341
40.820672,-73.82405583,361
40.86046086,-73.86368117,578
40.64166633,-73.93704098,348
40.89685438,-73.87481243,351
40.77140247,-73.98215925,109
40.68849006,-73.97388081,126
40.68962245,-73.96014913,344
40.87780694,-73.86805002,106
40.81063095,-73.92786448,344
40.86475888,-73.92282738,118
40.63942422,-74.16879967,106
40.69776457,-73.73267808,235
40.82195307,-73.92809429,341
40.81133729,-73.91703348,352
